"nome","uf","%homem_ver","%branco_ver","%homem_pop","%branco_pop"
"Vitorino","PR",88.9,88.9,49.59,82.94
"Betim","MG",87,39.1,49.29,33.14
"São Raimundo das Mangabeiras","MA",81.8,27.3,50.84,21.35
"São Pedro do Piauí","PI",55.6,22.2,50.02,16.25
"Nova Iguaçu de Goiás","GO",77.8,33.3,51.49,27.35
"Ipameri","GO",81.8,54.5,50.31,48.56
"Lavandeira","TO",77.8,22.2,52.21,16.26
"Placas","PA",100,27.3,52.51,21.37
"Viçosa do Ceará","CE",66.7,26.7,50.34,20.79
"Alto Alegre","SP",88.9,77.8,51.41,71.89
"Irapuã","SP",66.7,77.8,52.27,71.89
"Indaiatuba","SP",91.7,75,49.69,69.1
"Cariri do Tocantins","TO",88.9,33.3,56.07,27.4
"Barra do Rio Azul","RS",88.9,100,52.37,94.16
"Cujubim","RO",100,36.4,53.34,30.56
"Novo Aripuanã","AM",90.9,18.2,53.28,12.36
"Porto Seguro","BA",88.2,29.4,50.02,23.57
"Jucuruçu","BA",88.9,22.2,52.47,16.38
"Canápolis","MG",100,55.6,52.65,49.79
"Cocal do Sul","SC",77.8,100,49.63,94.21
"Cristal","RS",88.9,88.9,50.63,83.13
"Jardim do Mulato","PI",88.9,22.2,50.64,16.43
"Carazinho","RS",92.3,92.3,47.68,86.54
"Aurora","SC",100,100,50.89,94.25
"Telêmaco Borba","PR",92.3,76.9,49.21,71.15
"Jussari","BA",88.9,22.2,50.66,16.45
"Itirapina","SP",81.8,72.7,58.97,66.95
"Boa Esperança do Sul","SP",88.9,66.7,50.38,60.97
"Inhumas","GO",92.3,53.8,49.05,48.07
"Governador Lindenberg","ES",100,55.6,52.2,49.88
"Campina das Missões","RS",88.9,100,49.96,94.28
"Forquilha","CE",72.7,36.4,49.51,30.68
"Santo Antônio do Pinhal","SP",66.7,88.9,50.4,83.19
"Flores do Piauí","PI",88.9,22.2,50.82,16.49
"Morro Agudo","SP",100,55.6,51.1,49.9
"Avaí","SP",66.7,66.7,50.53,61
"Rondolândia","MT",77.8,33.3,52.77,27.61
"São Gonçalo do Gurguéia","PI",100,22.2,51.82,16.53
"Barra Velha","SC",100,88.9,49.6,83.24
"Santana do Araguaia","PA",93.3,26.7,53.05,21.04
"Bujaru","PA",81.8,18.2,51.9,12.54
"Santa Bárbara do Sul","RS",77.8,88.9,49.17,83.26
"Três Lagoas","MS",82.4,52.9,49.63,47.28
"Joaíma","MG",100,33.3,50.22,27.69
"São Paulo de Olivença","AM",100,11.1,51.77,5.51
"Jequeri","MG",88.9,44.4,50.41,38.81
"Canapi","AL",90.9,36.4,50.21,30.82
"Governador Luiz Rocha","MA",77.8,22.2,51.11,16.64
"Ponte Preta","RS",100,100,52.8,94.46
"São Geraldo da Piedade","MG",100,22.2,48.67,16.66
"Mirandiba","PE",100,18.2,49.73,12.68
"Ubaíra","BA",81.8,27.3,50.81,21.79
"Pedra Branca do Amapari","AP",88.9,22.2,54.46,16.7
"Mãe do Rio","PA",81.8,27.3,49.24,21.8
"Cumari","GO",77.8,66.7,51.11,61.2
"Garanhuns","PE",76.9,46.2,47.12,40.71
"Augustinópolis","TO",90.9,27.3,50.19,21.82
"Dois Lajeados","RS",100,100,50.43,94.54
"São Vendelino","RS",66.7,100,51.13,94.55
"Salinas da Margarida","BA",77.8,11.1,48.71,5.65
"Joanópolis","SP",100,88.9,50.37,83.46
"Tunápolis","SC",88.9,100,51.11,94.6
"São Paulo das Missões","RS",66.7,88.9,50.72,83.5
"Morro Grande","SC",66.7,100,52.35,94.6
"Elias Fausto","SP",100,72.7,51.78,67.32
"São José do Sabugi","PB",66.7,55.6,50.92,50.22
"Braço do Trombudo","SC",88.9,100,51.06,94.62
"Inhambupe","BA",92.3,23.1,49.66,17.74
"Severiano de Almeida","RS",100,100,50.55,94.64
"Itinga","MG",100,27.3,51.03,21.94
"Diamantina","MG",92.3,30.8,48.47,25.44
"São José do Inhacorá","RS",88.9,100,51.14,94.64
"Arapongas","PR",86.7,80,49.01,74.64
"Capistrano","CE",54.5,27.3,50.63,21.94
"Americana","SP",89.5,84.2,48.98,78.85
"Santa Adélia","SP",88.9,77.8,49.98,72.46
"Cajazeiras do Piauí","PI",77.8,11.1,50.79,5.77
"Santo Antônio da Platina","PR",88.9,77.8,49.18,72.47
"Caturaí","GO",88.9,44.4,51.17,39.07
"Fraiburgo","SC",90.9,72.7,49.67,67.38
"Bezerros","PE",100,60,47.81,54.68
"Jequié","BA",94.7,31.6,48.46,26.29
"Passa Quatro","MG",100,88.9,49.59,83.6
"Águas Mornas","SC",88.9,100,50.65,94.7
"Sebastião Barros","PI",88.9,33.3,53.06,28.01
"Lucélia","SP",100,72.7,53.11,67.42
"Cotiporã","RS",77.8,100,51.9,94.72
"Pedrão","BA",100,11.1,49.36,5.82
"Ubiretama","RS",77.8,100,51.52,94.73
"Água Boa","MG",100,27.3,50.95,22.04
"Ipaba","MG",100,36.4,50.34,31.15
"Água Branca","PI",90.9,27.3,47.44,22.05
"Itabaiana","PB",90.9,45.5,48.41,40.25
"Monte Azul","MG",90.9,45.5,49.28,40.25
"Capão Alto","SC",77.8,77.8,51.98,72.58
"Santa Rita de Cássia","BA",100,27.3,51.7,22.09
"Pires do Rio","GO",76.9,61.5,49.04,56.29
"Descalvado","SP",100,81.8,49.36,76.59
"Granjeiro","CE",100,33.3,48.89,28.11
"Nossa Senhora Aparecida","SE",100,33.3,50.04,28.11
"Bom Princípio","RS",88.9,100,51.14,94.81
"Palmares","PE",80,40,48.39,34.82
"Moita Bonita","SE",77.8,44.4,49.65,39.22
"Surubim","PE",69.2,53.8,47.84,48.62
"Castelo do Piauí","PI",100,27.3,48.99,22.15
"Mato Leitão","RS",77.8,100,50.12,94.88
"Manaus","AM",90.2,31.7,48.82,26.59
"Juvenília","MG",88.9,33.3,51.21,28.22
"Frei Paulo","SE",88.9,33.3,48.9,28.24
"Senador Sá","CE",66.7,22.2,50.07,17.15
"Marques de Souza","RS",77.8,100,50.12,94.96
"Ipirá","BA",93.3,26.7,49,21.66
"Manaíra","PB",88.9,33.3,50.19,28.28
"Jenipapo dos Vieiras","MA",72.7,18.2,51.66,13.19
"Crixás","GO",100,36.4,52.37,31.39
"Bom Jardim","PE",76.9,46.2,48.85,41.2
"Major Gercino","SC",77.8,100,50.99,95
"Floraí","PR",100,77.8,49.54,72.81
"Pitimbu","PB",90.9,27.3,50.57,22.33
"Bocaina","SP",100,77.8,49.81,72.83
"Matias Cardoso","MG",88.9,22.2,51.07,17.23
"Echaporã","SP",88.9,66.7,49.3,61.74
"Antonina","PR",81.8,72.7,49.49,67.75
"Caculé","BA",90.9,45.5,50.09,40.56
"Humberto de Campos","MA",90.9,18.2,52.25,13.27
"Aparecida d'Oeste","SP",88.9,77.8,48.92,72.88
"Ribas do Rio Pardo","MS",63.6,45.5,52.43,40.6
"Monte Mor","SP",80,60,49.99,55.11
"Penápolis","SP",92.3,76.9,48.83,72.03
"Jesúpolis","GO",100,33.3,52.43,28.43
"Jequitibá","MG",77.8,33.3,51.69,28.43
"Barra do Corda","MA",82.4,29.4,50.29,24.54
"Luisburgo","MG",100,55.6,51.72,50.75
"Itamarandiba","MG",84.6,38.5,50.18,33.65
"Morro Reuter","RS",77.8,100,50.19,95.17
"Agudos","SP",76.9,69.2,49.46,64.38
"Vertentes","PE",77.8,44.4,49.04,39.58
"Passa-Vinte","MG",100,66.7,52.38,61.9
"Açu","RN",73.3,40,49.11,35.2
"Ouriçangas","BA",100,11.1,50.82,6.31
"Armação dos Búzios","RJ",77.8,55.6,49.86,50.81
"São Pedro do Turvo","SP",88.9,77.8,50.99,73.01
"Relvado","RS",66.7,100,49.7,95.22
"Campo Novo","RS",88.9,88.9,49.18,84.14
"Papanduva","SC",100,77.8,51.16,73.04
"Tarauacá","AC",81.8,27.3,51.57,22.56
"Senador La Rocque","MA",36.4,27.3,50.34,22.56
"Betânia","PE",66.7,33.3,50.05,28.56
"Areia Branca","RN",90.9,36.4,48.77,31.68
"Brás Pires","MG",77.8,44.4,50.08,39.68
"São Martinho da Serra","RS",77.8,100,51.45,95.28
"Miguelópolis","SP",72.7,63.6,49.89,58.89
"Guarani d'Oeste","SP",88.9,77.8,48.88,73.1
"Sinimbu","RS",77.8,88.9,51.82,84.21
"Fagundes Varela","RS",88.9,100,50.41,95.31
"Buriticupu","MA",80,26.7,51.07,22.01
"Harmonia","RS",88.9,100,50.56,95.32
"Salvador das Missões","RS",77.8,100,51.59,95.32
"Cascalho Rico","MG",100,66.7,53.45,62.02
"Divinópolis do Tocantins","TO",100,33.3,51.55,28.62
"Canguaretama","RN",76.9,38.5,50.05,33.83
"Quipapá","PE",72.7,36.4,49.28,31.73
"São Miguel da Boa Vista","SC",77.8,88.9,51.42,84.24
"Boquira","BA",81.8,36.4,49.26,31.74
"Sooretama","ES",88.9,33.3,50.89,28.65
"Gouvelândia","GO",88.9,44.4,51.91,39.75
"Novo Oriente","CE",72.7,36.4,49.35,31.76
"São Domingos do Araguaia","PA",81.8,27.3,51.45,22.67
"Santa Fé do Sul","SP",88.9,77.8,48.17,73.17
"Santa Cruz das Palmeiras","SP",90.9,63.6,50.86,58.98
"Arataca","BA",88.9,22.2,52.94,17.58
"São Sebastião do Tocantins","TO",77.8,22.2,51.34,17.58
"Oeiras do Pará","PA",72.7,18.2,52.52,13.58
"Miracema","RJ",90.9,45.5,48.53,40.88
"Imbuia","SC",88.9,100,50.64,95.39
"São Francisco do Maranhão","MA",66.7,22.2,50.65,17.59
"Olinda","PE",88.2,41.2,46.25,36.6
"Maranhãozinho","MA",100,22.2,50.96,17.6
"São João do Itaperiú","SC",100,100,52.11,95.4
"Urussanga","SC",88.9,100,49.13,95.4
"Umuarama","PR",80,70,48.46,65.41
"São Francisco do Oeste","RN",77.8,55.6,50.21,51.01
"Ibicuí","BA",66.7,33.3,51.08,28.71
"Araquari","SC",100,84.6,50.98,80.03
"Bom Retiro","SC",77.8,77.8,50.47,73.23
"Glória do Goitá","PE",90.9,36.4,48.82,31.85
"São Braz do Piauí","PI",88.9,33.3,51.94,28.75
"Canabrava do Norte","MT",88.9,33.3,53.26,28.75
"Perolândia","GO",77.8,33.3,53.22,28.75
"Nova Bréscia","RS",66.7,100,51.16,95.45
"Nova Resende","MG",88.9,88.9,52.73,84.36
"Jampruca","MG",100,22.2,51.19,17.66
"Amapá do Maranhão","MA",44.4,22.2,51.5,17.66
"Riachinho","TO",88.9,22.2,51.73,17.75
"Ascurra","SC",100,100,49.65,95.56
"Várzea Grande","MT",95.2,33.3,49.59,28.86
"Junqueirópolis","SP",88.9,66.7,52.98,62.28
"Pingo-d'Água","MG",100,22.2,49.75,17.78
"Três Coroas","RS",77.8,88.9,49.64,84.49
"Vespasiano Correa","RS",66.7,100,51.87,95.59
"Simonésia","MG",81.8,45.5,51.73,41.1
"Pontão","RS",100,88.9,51.44,84.52
"Três Cachoeiras","RS",88.9,100,50.46,95.62
"Sério","RS",77.8,100,52.17,95.62
"Salgado de São Félix","PB",66.7,44.4,48.73,40.02
"Flórida","PR",77.8,66.7,50.69,62.33
"Auriflama","SP",100,77.8,50.01,73.43
"Embu-Guaçu","SP",92.3,61.5,49.68,57.14
"Oliveira dos Brejinhos","BA",100,27.3,50.99,22.97
"Selbach","RS",66.7,88.9,48.75,84.58
"Loreto","MA",77.8,22.2,51.54,17.88
"Venâncio Aires","RS",73.3,93.3,49.5,88.98
"Barbacena","MG",86.7,66.7,47.64,62.39
"Cezarina","GO",100,44.4,51.31,40.11
"Centralina","MG",77.8,55.6,51.15,51.31
"Santa Helena de Goiás","GO",76.9,46.2,50.23,41.93
"Gurjão","PB",77.8,44.4,49.07,40.14
"Alto Paraguai","MT",66.7,22.2,53.78,17.96
"Cariacica","ES",94.7,36.8,48.74,32.58
"Inocência","MS",77.8,55.6,51.69,51.4
"Nova Roma do Sul","RS",66.7,100,51.09,95.81
"Silveira Martins","RS",77.8,88.9,50.1,84.73
"Ubatã","BA",100,18.2,49.94,14.06
"Ubiratã","PR",88.9,66.7,48.72,62.58
"Não-Me-Toque","RS",88.9,88.9,49.29,84.78
"Paulistânia","SP",88.9,77.8,51.66,73.69
"São Bento do Tocantins","TO",88.9,22.2,52.15,18.1
"Oratórios","MG",77.8,33.3,49.72,29.2
"Caraá","RS",77.8,100,51.94,95.9
"Sirinhaém","PE",90.9,27.3,50.5,23.21
"Itaquitinga","PE",90.9,27.3,50.23,23.23
"Couto de Magalhães de Minas","MG",88.9,22.2,50.02,18.15
"Jacinto Machado","SC",77.8,88.9,49.6,84.86
"Anta Gorda","RS",88.9,100,49.81,95.97
"Laurentino","SC",88.9,100,49.98,95.97
"Calçoene","AP",88.9,22.2,53.57,18.17
"Lagoa dos Três Cantos","RS",77.8,100,48.56,95.99
"Campanário","MG",100,22.2,48.65,18.21
"Santa Rita de Caldas","MG",66.7,88.9,50.99,84.92
"Santa Rosa de Lima","SC",100,100,52.88,96.03
"Assaí","PR",77.8,55.6,48.99,51.63
"Anitápolis","SC",100,100,52.12,96.05
"Serranos","MG",100,66.7,50.08,62.76
"Presidente Castello Branco","SC",88.9,100,51.07,96.06
"Alto Feliz","RS",55.6,100,51.42,96.06
"Porto Ferreira","SP",100,72.7,49.61,68.78
"Capão da Canoa","RS",81.8,90.9,49.04,86.99
"Guanambi","BA",86.7,40,48.81,36.09
"Feliz","RS",88.9,100,49.85,96.11
"Castanhal","PA",81,28.6,48.79,24.71
"Dirceu Arcoverde","PI",88.9,33.3,50.98,29.41
"Cabo de Santo Agostinho","PE",94.1,35.3,49.11,31.43
"Amparo","SP",91.7,83.3,49.28,79.45
"Palminópolis","GO",88.9,55.6,50.01,51.76
"Mâncio Lima","AC",90.9,18.2,51.53,14.36
"São Pedro dos Ferros","MG",88.9,33.3,49.39,29.49
"Aroazes","PI",88.9,22.2,49.54,18.39
"São José do Rio Pardo","SP",92.3,76.9,49.22,73.11
"Gaspar","SC",84.6,92.3,49.46,88.53
"São Pedro da Serra","RS",77.8,100,50.77,96.23
"Canudos do Vale","RS",77.8,100,53.07,96.24
"Pirapemas","MA",63.6,18.2,49.86,14.44
"Luís Domingues","MA",77.8,22.2,52.21,18.45
"Nina Rodrigues","MA",66.7,22.2,50.83,18.45
"Encruzilhada do Sul","RS",100,81.8,50.22,78.06
"Franca","SP",93.3,73.3,48.79,69.57
"Monte Formoso","MG",88.9,33.3,52.21,29.57
"Santa Tereza","RS",88.9,100,51.69,96.28
"Lajeado","RS",86.7,93.3,48.61,89.59
"Xapuri","AC",100,22.2,51.69,18.52
"Guarujá do Sul","SC",88.9,88.9,48.92,85.23
"Campinas do Sul","RS",77.8,88.9,48.13,85.23
"Antônio Cardoso","BA",66.7,11.1,49.63,7.43
"Arroio dos Ratos","RS",88.9,88.9,48.77,85.24
"Brejo de Areia","MA",77.8,22.2,51.41,18.54
"Belo Oriente","MG",90.9,27.3,49.67,23.66
"Cabeceiras","GO",100,33.3,51.37,29.66
"Campo Verde","MT",92.3,46.2,51.54,42.57
"Cambuquira","MG",88.9,55.6,49.37,51.97
"Satubinha","MA",88.9,22.2,51.46,18.57
"Travesseiro","RS",77.8,100,50.61,96.37
"Vinhedo","SP",84.6,76.9,49.49,73.28
"Tartarugalzinho","AP",66.7,22.2,53.16,18.59
"Mundo Novo","GO",77.8,33.3,53.25,29.7
"Brasilândia do Tocantins","TO",66.7,22.2,51.21,18.65
"Nova Pádua","RS",77.8,100,51.35,96.45
"Rafael Godeiro","RN",88.9,66.7,50.18,63.17
"Pareci Novo","RS",77.8,100,50.81,96.47
"São Valentim","RS",88.9,88.9,49.86,85.38
"Linha Nova","RS",55.6,100,49.75,96.49
"Paranaguá","PR",94.7,68.4,49.34,64.9
"Santa Clara do Sul","RS",77.8,100,49.94,96.51
"Westfalia","RS",77.8,100,50.34,96.53
"Desterro de Entre Rios","MG",88.9,77.8,51,74.34
"Sonora","MS",90.9,36.4,52.83,32.97
"Codó","MA",88.2,17.6,48.63,14.18
"Vale do Sol","RS",100,88.9,50.53,85.49
"Brochier","RS",100,100,51.29,96.6
"Jaguaribe","CE",92.3,38.5,48.91,35.1
"Anagé","BA",81.8,36.4,50.53,33
"São Miguel do Iguaçu","PR",88.9,77.8,49.89,74.4
"Livramento de Nossa Senhora","BA",92.3,46.2,50.34,42.82
"Alto Alegre do Maranhão","MA",90.9,18.2,49.9,14.83
"Manga","MG",88.9,22.2,49.43,18.84
"União da Serra","RS",77.8,100,53.6,96.64
"Cruzeiro do Sul","AC",85.7,28.6,49.96,25.25
"Concórdia do Pará","PA",100,18.2,51.71,14.85
"Arroio Grande","RS",100,88.9,49.67,85.57
"Tubarão","SC",100,94.1,48.45,90.77
"Londrina","PR",94.7,73.7,47.97,70.37
"Mongaguá","SP",100,61.5,49.9,58.18
"Ibirapitanga","BA",72.7,18.2,51.04,14.88
"Catanduvas","SC",66.7,66.7,49.85,63.39
"Barrolândia","TO",77.8,33.3,51.56,30.01
"Nova Ipixuna","PA",66.7,22.2,52.79,18.93
"Baianópolis","BA",100,33.3,51.71,30.03
"Soledade","RS",92.3,84.6,49.02,81.35
"Luz","MG",100,54.5,49.85,51.26
"Tupandi","RS",66.7,100,52.7,96.76
"Pedro de Toledo","SP",100,55.6,50.53,52.37
"Itarana","ES",88.9,66.7,50.14,63.51
"Santa Terezinha","PE",88.9,44.4,48.99,41.21
"Niterói","RJ",90.5,66.7,46.32,63.53
"Poço das Antas","RS",55.6,100,50.72,96.83
"Portão","RS",100,90.9,50.18,87.75
"Bela Vista","MS",90.9,54.5,50.56,51.36
"São Francisco de Assis","RS",81.8,90.9,49.3,87.77
"Itutinga","MG",100,55.6,50.98,52.49
"Três Marias","MG",76.9,30.8,49.7,27.69
"São Raimundo do Doca Bezerra","MA",77.8,22.2,52.32,19.1
"Rio Fortuna","SC",88.9,100,51.6,96.9
"Maratá","RS",100,100,50.34,96.91
"Melgaço","PA",100,18.2,53.32,15.12
"Pejuçara","RS",77.8,88.9,50.54,85.83
"Centenário","RS",77.8,100,51.97,96.93
"Itapiranga","AM",100,22.2,52.36,19.17
"Senador Rui Palmeira","AL",88.9,22.2,49.09,19.18
"Orós","CE",81.8,36.4,48.72,33.41
"Matriz de Camaragibe","AL",81.8,27.3,48.76,24.33
"Cumbe","SE",100,33.3,49.91,30.34
"Alfredo Marcondes","SP",88.9,66.7,50.91,63.76
"Graça","CE",90.9,36.4,49.43,33.46
"Santa Rosa do Tocantins","TO",55.6,11.1,52.78,8.17
"Treze de Maio","SC",88.9,100,50.19,97.08
"Balneário Arroio do Silva","SC",77.8,88.9,49.48,85.99
"Nova Candelária","RS",88.9,100,51.07,97.09
"São Vicente Ferrer","MA",90.9,18.2,50.71,15.3
"Nova Veneza","GO",88.9,55.6,50.78,52.7
"Bonito de Santa Fé","PB",100,33.3,49.52,30.41
"Salgado","SE",72.7,27.3,49.87,24.43
"Coronel Fabriciano","MG",94.1,41.2,48.25,38.34
"Lapão","BA",72.7,27.3,51.01,24.45
"Santa Teresinha","BA",77.8,22.2,49.98,19.35
"Cristal do Sul","RS",88.9,77.8,50.99,74.95
"Arvoredo","SC",88.9,88.9,54.38,86.06
"Serranópolis de Minas","MG",100,33.3,50.42,30.46
"Marabá","PA",85.7,23.8,50.58,20.97
"Vargeão","SC",77.8,77.8,50.54,74.97
"São Miguel do Gostoso","RN",66.7,33.3,51.6,30.47
"Imigrante","RS",66.7,100,49.45,97.19
"Brejo Grande do Araguaia","PA",66.7,22.2,52.37,19.39
"Poranga","CE",88.9,33.3,49.78,30.52
"Ivorá","RS",88.9,88.9,50.88,86.13
"São Martinho","SC",77.8,100,51.73,97.23
"Vitor Meireles","SC",100,88.9,53.2,86.15
"Chalé","MG",100,55.6,50.72,52.86
"Caucaia","CE",73.9,30.4,49.04,27.68
"Carolina","MA",90.9,27.3,51.28,24.6
"Caracaraí","RR",90.9,18.2,52.9,15.5
"Manicoré","AM",80,26.7,52.5,24.01
"Coronel Pilar","RS",88.9,100,51.83,97.33
"Linhares","ES",92.3,38.5,49.83,35.85
"Porto Belo","SC",81.8,90.9,49.73,88.27
"Anguera","BA",77.8,11.1,49.63,8.49
"Ibicaré","SC",88.9,88.9,52.62,86.3
"Tuiuti","SP",88.9,77.8,50.96,75.21
"São Felipe d'Oeste","RO",77.8,44.4,51.28,41.81
"Siriri","SE",88.9,22.2,49.84,19.62
"Santo Inácio do Piauí","PI",100,22.2,50.74,19.63
"Barreiros","PE",92.3,30.8,48.82,28.23
"Iomerê","SC",66.7,100,50.86,97.44
"Nova Boa Vista","RS",100,100,50.05,97.45
"Aricanduva","MG",88.9,33.3,50.92,30.75
"São João do Oeste","SC",77.8,100,51.33,97.45
"Posse","GO",84.6,30.8,50.69,28.26
"Monte Santo","BA",80,40,50.8,37.47
"Santa Maria do Herval","RS",77.8,100,51.23,97.47
"Igarapé-Açu","PA",84.6,23.1,50.48,20.58
"São João da Ponta","PA",88.9,11.1,52,8.58
"Passo Fundo","RS",100,85.7,47.64,83.18
"Cedro","PE",66.7,33.3,50.02,30.78
"Porto Mauá","RS",66.7,88.9,49.72,86.39
"São Caitano","PE",100,46.2,48.77,43.7
"Pedras Grandes","SC",100,100,51.08,97.52
"Maria Helena","PR",77.8,55.6,50.25,53.12
"Itanhém","BA",100,33.3,50.93,30.82
"Rodolfo Fernandes","RN",77.8,44.4,49.19,41.92
"Buenos Aires","PE",100,33.3,49.43,30.83
"Boracéia","SP",88.9,77.8,51.03,75.33
"Bodó","RN",100,44.4,51.96,41.94
"Forquetinha","RS",66.7,100,51.03,97.54
"Barra do Choça","BA",92.3,30.8,50.46,28.35
"Colinas","RS",77.8,100,49.92,97.56
"Cunhataí","SC",77.8,100,53.35,97.56
"Dom Pedro de Alcântara","RS",88.9,100,52.59,97.57
"Uberaba","MG",92.9,64.3,48.81,61.88
"Alvorada de Minas","MG",100,11.1,50.17,8.69
"Medeiros","MG",88.9,66.7,52.58,64.31
"Angelina","SC",77.8,100,52.67,97.62
"Porto de Moz","PA",84.6,15.4,51.87,13.03
"Sousa","PB",93.3,46.7,48.32,44.34
"Olhos-d'Água","MG",77.8,22.2,52.74,19.84
"Cândido Godói","RS",66.7,100,50.77,97.64
"Nova Glória","GO",77.8,44.4,49.91,42.05
"Engenheiro Coelho","SP",100,54.5,52.37,52.17
"Uibaí","BA",77.8,33.3,51.14,30.99
"São José do Hortêncio","RS",77.8,100,51,97.7
"Jundiaí","SP",100,78.9,48.65,76.61
"São José das Missões","RS",88.9,66.7,50.63,64.41
"Barra Funda","RS",55.6,88.9,49.73,86.61
"Vicência","PE",100,38.5,49.4,36.23
"Josenópolis","MG",100,22.2,51.38,19.93
"Sete Lagoas","MG",88.2,35.3,48.56,33.03
"Centenário do Sul","PR",88.9,55.6,49.71,53.36
"Pimenteiras","PI",100,33.3,51.12,31.08
"Divina Pastora","SE",88.9,22.2,50.6,20
"Ibirité","MG",93.3,33.3,48.97,31.1
"Carlos Gomes","RS",66.7,100,51.9,97.82
"Cachoeira Alta","GO",88.9,55.6,54.48,53.44
"Anamã","AM",100,11.1,53.32,8.96
"Iramaia","BA",100,22.2,51.43,20.07
"Meleiro","SC",77.8,100,49.4,97.87
"Itaueira","PI",88.9,22.2,50.43,20.1
"Barreiras do Piauí","PI",88.9,22.2,52.26,20.1
"Damianópolis","GO",77.8,33.3,51.91,31.2
"Itapoá","SC",88.9,77.8,50.44,75.71
"Icaraí de Minas","MG",100,22.2,51.81,20.13
"Bom Jesus das Selvas","MA",84.6,15.4,52.26,13.33
"Ribeirão das Neves","MG",92.9,28.6,49.6,26.55
"Espumoso","RS",88.9,88.9,49.42,86.88
"Peritoró","MA",90.9,18.2,49.85,16.19
"Pedra Lavrada","PB",88.9,55.6,49.95,53.59
"Avaré","SP",84.6,76.9,49.6,74.9
"Bady Bassitt","SP",77.8,77.8,49.64,75.82
"São Bonifácio","SC",77.8,100,51.56,98.04
"Maripá","PR",100,88.9,49.96,86.95
"Juruti","PA",84.6,15.4,52.2,13.46
"Tanque do Piauí","PI",66.7,22.2,48.7,20.27
"São Gonçalo do Abaeté","MG",100,44.4,51.74,42.48
"Monsenhor Tabosa","CE",81.8,27.3,49.66,25.38
"São Gabriel da Cachoeira","AM",84.6,7.7,51.36,5.8
"Careiro da Várzea","AM",90.9,18.2,53.02,16.31
"Mondaí","SC",77.8,88.9,53,87.02
"Caxambu","MG",90.9,63.6,48.5,61.74
"Realeza","PR",88.9,77.8,48.99,75.94
"Flor do Sertão","SC",77.8,77.8,52.08,75.94
"Mangaratiba","RJ",92.3,46.2,49.27,44.35
"Candeias","BA",76.5,11.8,48.48,9.95
"Serrinha dos Pintos","RN",77.8,66.7,50.51,64.91
"Beruri","AM",66.7,11.1,52.6,9.32
"Santa Isabel do Pará","PA",93.3,20,52.39,18.24
"Cristalândia","TO",100,22.2,51.13,20.47
"Riachão das Neves","BA",72.7,18.2,52.15,16.47
"Ourinhos","SP",93.3,73.3,48.51,71.58
"Itatuba","PB",88.9,33.3,49.5,31.58
"Aguiarnópolis","TO",88.9,22.2,50.72,20.48
"Itapiranga","SC",81.8,90.9,51,89.19
"Santo Antônio do Içá","AM",90.9,9.1,51.44,7.42
"Castilho","SP",100,54.5,49.85,52.83
"Marcelino Vieira","RN",88.9,55.6,49.17,53.93
"Lamarão","BA",66.7,11.1,49.8,9.45
"Santa Luzia","MG",82.4,29.4,48.53,27.75
"Ataléia","MG",100,22.2,50.58,20.56
"Agudo","RS",100,88.9,49.93,87.27
"Frei Inocêncio","MG",100,22.2,48.82,20.58
"São Francisco","MG",86.7,20,50.68,18.39
"Fervedouro","MG",66.7,44.4,51.49,42.8
"Araçatuba","SP",86.7,66.7,48.09,65.11
"Ji-Paraná","RO",82.4,41.2,49.59,39.62
"Itupiranga","PA",100,23.1,52.76,21.52
"São João do Manteninha","MG",88.9,33.3,49.25,31.73
"Ilhéus","BA",100,21.1,48.55,19.54
"Piraquê","TO",88.9,22.2,55.68,20.65
"Wenceslau Braz","MG",100,77.8,50.45,76.26
"Barra Bonita","SP",92.3,76.9,48.95,75.39
"Morrinhos do Sul","RS",66.7,100,50.82,98.49
"Cortês","PE",88.9,33.3,49.65,31.79
"Rancho Alegre d'Oeste","PR",66.7,44.4,49.67,42.89
"Igrejinha","RS",100,88.9,48.83,87.45
"Boa Esperança","ES",88.9,33.3,50.56,31.85
"Itajuípe","BA",81.8,18.2,49.58,16.77
"Dom Joaquim","MG",77.8,22.2,49,20.77
"Indaiabira","MG",100,33.3,50.95,31.88
"Lobato","PR",77.8,66.7,50.76,65.3
"Turiaçu","MA",92.3,15.4,51.94,14.02
"Salto da Divisa","MG",88.9,22.2,51.12,20.83
"Maués","AM",86.7,13.3,52.23,11.93
"Ariquemes","RO",92.3,38.5,50.41,37.14
"Caçu","GO",88.9,66.7,52.93,65.35
"Mococa","SP",80,73.3,49.87,71.95
"Pratápolis","MG",88.9,66.7,50.6,65.36
"Casserengue","PB",77.8,33.3,50.28,31.96
"Antonina do Norte","CE",66.7,44.4,47.88,43.08
"Januário Cicco","RN",55.6,33.3,51.46,31.99
"Uru","SP",88.9,88.9,51.24,87.61
"Barreirinhas","MA",80,20,51.21,18.73
"Caridade do Piauí","PI",88.9,22.2,51.8,20.97
"Colinas do Tocantins","TO",92.3,30.8,49.58,29.58
"Pedralva","MG",100,77.8,51.09,76.58
"Rafael Jambeiro","BA",81.8,18.2,48.68,16.98
"Tabatinga","AM",93.3,13.3,50.43,12.09
"Salgadinho","PE",66.7,44.4,50.25,43.19
"Araçu","GO",88.9,44.4,50.21,43.21
"Catarina","CE",90.9,36.4,49.62,35.25
"Ponte Nova","MG",84.6,38.5,47.91,37.36
